É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:36:14

,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ
2020/11/17,14.7,8,1,20.8,8,1,9.4,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,63,8,1
2020/11/18,14.1,8,1,20.6,8,1,7.2,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,72,8,1
2020/11/19,15.9,8,1,22.3,8,1,10.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,76,8,1
2020/11/20,17.2,8,1,21.2,8,1,13.8,8,1,0.0,0,8,1,1.2,0,8,1,0,1,8,1,79,8,1
2020/11/21,15.1,8,1,18.3,8,1,8.4,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,49,8,1
2020/11/22,11.2,8,1,17.4,8,1,6.1,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,65,8,1
2020/11/23,14.3,8,1,19.3,8,1,9.2,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,50,8,1
2020/11/24,11.2,8,1,15.6,8,1,8.4,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,59,8,1
2020/11/25,10.7,8,1,13.7,8,1,8.8,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2020/11/26,10.4,8,1,16.3,8,1,4.0,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,84,8,1
2020/11/27,11.1,8,1,13.5,8,1,8.2,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,76,8,1
2020/11/28,10.7,8,1,16.2,8,1,6.2,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,58,8,1
2020/11/29,8.7,8,1,13.1,8,1,5.1,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,58,8,1
2020/11/30,8.4,8,1,15.0,8,1,2.6,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,67,8,1
2020/12/1,8.7,8,1,15.3,8,1,2.8,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,64,8,1
2020/12/2,7.7,8,1,10.5,8,1,4.6,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2020/12/3,7.9,8,1,11.4,8,1,4.6,8,1,0,1,8,1,0.6,0,8,1,0,1,8,1,82,8,1
2020/12/4,8.7,8,1,14.1,8,1,3.6,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,52,8,1
2020/12/5,6.2,8,1,9.5,8,1,2.6,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,73,8,1
2020/12/6,7.1,8,1,14.6,8,1,0.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,75,8,1
2020/12/7,8.5,8,1,15.8,8,1,1.9,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,71,8,1
2020/12/8,10.5,8,1,17.2,8,1,3.4,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,56,8,1
2020/12/9,8.1,8,1,11.8,8,1,4.5,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,61,8,1
2020/12/10,7.7,8,1,13.5,8,1,4.6,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,71,8,1
2020/12/11,8.1,8,1,14.7,8,1,1.5,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,74,8,1
2020/12/12,10.5,8,1,16.1,8,1,6.4,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,65,8,1
2020/12/13,8.2,8,1,16.0,8,1,3.0,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,67,8,1
2020/12/14,6.6,8,1,12.2,8,1,1.9,8,1,0,1,8,1,3.6,0,8,1,0,1,8,1,54,8,1
2020/12/15,4.0,8,1,10.9,8,1,-1.8,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,54,8,1
2020/12/16,3.4,8,1,9.1,8,1,-1.4,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,49,8,1
2020/12/17,2.6,8,1,9.3,8,1,-3.6,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,51,8,1
2020/12/18,4.4,8,1,11.2,8,1,-1.9,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,48,8,1
2020/12/19,4.8,8,1,11.1,8,1,-0.6,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,52,8,1
2020/12/20,2.9,8,1,8.8,8,1,-1.9,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,53,8,1
2020/12/21,4.0,8,1,11.1,8,1,-1.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,50,8,1
2020/12/22,4.3,8,1,11.9,8,1,-2.0,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,53,8,1
2020/12/23,6.7,8,1,15.0,8,1,-1.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,52,8,1
2020/12/24,6.2,8,1,12.6,8,1,0.4,8,1,0,1,8,1,4.1,0,8,1,0,1,8,1,60,8,1
2020/12/25,7.3,8,1,13.0,8,1,2.1,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,50,8,1
2020/12/26,6.0,8,1,12.7,8,1,0.9,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,52,8,1
2020/12/27,5.9,8,1,12.6,8,1,-0.5,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,62,8,1
2020/12/28,9.5,8,1,16.1,8,1,5.1,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,57,8,1
2020/12/29,7.7,8,1,12.3,8,1,1.3,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,62,8,1
2020/12/30,6.1,8,1,15.8,8,1,0.6,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,61,8,1
2020/12/31,2.2,8,1,7.1,8,1,-1.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,40,8,1
2021/1/1,2.9,8,1,10.9,8,1,-4.1,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,47,8,1
2021/1/2,3.5,8,1,10.3,8,1,-2.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,46,8,1
2021/1/3,2.3,8,1,8.4,8,1,-3.6,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,54,8,1
2021/1/4,4.9,8,1,13.4,8,1,-0.5,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,50,8,1
2021/1/5,5.2,8,1,10.5,8,1,0.8,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,64,8,1
2021/1/6,4.3,8,1,7.4,8,1,0.4,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,64,8,1
2021/1/7,5.3,8,1,13.3,8,1,0.7,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,46,8,1
2021/1/8,1.2,8,1,7.0,8,1,-3.0,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,47,8,1
2021/1/9,0.1,8,1,8.0,8,1,-6.4,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,47,8,1
2021/1/10,0.6,8,1,8.2,8,1,-5.8,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,48,8,1
2021/1/11,1.2,8,1,7.3,8,1,-5.0,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,51,8,1
2021/1/12,2.5,8,1,6.0,8,1,-0.8,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,63,8,1
2021/1/13,4.6,8,1,12.8,8,1,-3.8,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,60,8,1
2021/1/14,7.4,8,1,16.7,8,1,-0.6,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,51,8,1
2021/1/15,5.2,8,1,8.6,8,1,0.4,8,1,0,1,8,1,0.1,0,8,1,0,1,8,1,66,8,1
2021/1/16,7.5,8,1,16.2,8,1,1.0,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,61,8,1
2021/1/17,4.3,8,1,7.3,8,1,-0.8,8,1,0,1,8,1,0.7,0,8,1,0,1,8,1,56,8,1
2021/1/18,1.3,8,1,7.9,8,1,-3.1,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,75,8,1
2021/1/19,2.2,8,1,7.2,8,1,-2.8,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,49,8,1
2021/1/20,2.8,8,1,9.7,8,1,-0.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,43,8,1
2021/1/21,2.7,8,1,10.1,8,1,-4.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,55,8,1
2021/1/22,6.7,8,1,14.6,8,1,-1.7,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,52,8,1
2021/1/23,5.4,8,1,7.7,8,1,2.3,8,1,15.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2021/1/24,4.3,8,1,6.7,8,1,2.0,8,1,10.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2021/1/25,7.4,8,1,14.8,8,1,1.5,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,74,8,1
2021/1/26,6.5,8,1,10.9,8,1,0.7,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,72,8,1
2021/1/27,9.8,8,1,18.1,8,1,5.6,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,60,8,1
2021/1/28,4.2,8,1,5.9,8,1,2.7,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,73,8,1
2021/1/29,4.9,8,1,9.8,8,1,0.2,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,50,8,1
2021/1/30,3.2,8,1,8.4,8,1,-0.8,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,40,8,1
2021/1/31,3.7,8,1,10.4,8,1,-2.6,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,48,8,1
2021/2/1,3.4,8,1,10.3,8,1,-2.3,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,62,8,1
2021/2/2,7.7,8,1,17.7,8,1,2.1,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,56,8,1
2021/2/3,5.3,8,1,11.1,8,1,0.1,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,42,8,1
2021/2/4,4.9,8,1,13.6,8,1,-2.4,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,46,8,1
2021/2/5,6.2,8,1,12.6,8,1,1.8,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,47,8,1
2021/2/6,8.1,8,1,16.2,8,1,0.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,48,8,1
2021/2/7,8.9,8,1,17.0,8,1,2.5,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,48,8,1
2021/2/8,4.9,8,1,10.0,8,1,0.7,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,43,8,1
2021/2/9,3.3,8,1,8.8,8,1,-2.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,38,8,1
2021/2/10,6.4,8,1,13.3,8,1,0.0,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,40,8,1
2021/2/11,7.6,8,1,12.8,8,1,3.1,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,47,8,1
2021/2/12,5.9,8,1,11.9,8,1,0.1,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,59,8,1
2021/2/13,7.9,8,1,16.3,8,1,0.6,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,62,8,1
2021/2/14,10.5,8,1,18.5,8,1,2.0,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,63,8,1
2021/2/15,9.9,8,1,12.8,8,1,7.9,8,1,43.5,0,8,1,0.7,0,8,1,0,1,8,1,82,8,1
2021/2/16,9.1,8,1,13.8,8,1,3.4,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,38,8,1
2021/2/17,3.7,8,1,11.0,8,1,-0.9,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,52,8,1
2021/2/18,2.9,8,1,8.8,8,1,-3.2,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,44,8,1
2021/2/19,5.9,8,1,12.3,8,1,0.5,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,43,8,1
2021/2/20,9.1,8,1,18.2,8,1,-1.3,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,44,8,1
2021/2/21,13.6,8,1,23.5,8,1,4.7,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,47,8,1
2021/2/22,13.4,8,1,22.8,8,1,4.9,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,48,8,1
2021/2/23,9.2,8,1,13.3,8,1,3.8,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,41,8,1
2021/2/24,4.9,8,1,10.8,8,1,1.5,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,39,8,1
2021/2/25,6.1,8,1,11.9,8,1,1.0,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,41,8,1
2021/2/26,6.9,8,1,11.6,8,1,2.5,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,43,8,1
2021/2/27,5.0,8,1,9.8,8,1,-0.2,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,36,8,1
2021/2/28,5.2,8,1,13.5,8,1,-3.2,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,49,8,1
2021/3/1,9.7,8,1,17.0,8,1,1.3,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,55,8,1
2021/3/2,10.0,8,1,16.7,8,1,6.1,8,1,4.5,0,8,1,0.2,0,8,1,0,1,8,1,64,8,1
2021/3/3,6.5,8,1,12.1,8,1,2.7,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,42,8,1
2021/3/4,8.5,8,1,13.7,8,1,1.5,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,57,8,1
2021/3/5,10.6,8,1,15.4,8,1,6.0,8,1,2.0,0,8,1,2.3,0,8,1,0,1,8,1,74,8,1
2021/3/6,12.9,8,1,21.9,8,1,7.7,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,58,8,1
2021/3/7,7.4,8,1,11.7,8,1,4.0,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,54,8,1
2021/3/8,7.5,8,1,9.6,8,1,6.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,75,8,1
2021/3/9,9.7,8,1,14.0,8,1,4.8,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,62,8,1
2021/3/10,11.2,8,1,17.4,8,1,6.3,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,42,8,1
2021/3/11,8.8,8,1,16.7,8,1,0.3,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,44,8,1
2021/3/12,11.0,8,1,16.3,8,1,5.3,8,1,0.0,0,8,1,1.5,0,8,1,0,1,8,1,48,8,1
2021/3/13,10.5,8,1,12.1,8,1,9.1,8,1,60.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2021/3/14,11.6,8,1,16.1,8,1,7.8,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,47,8,1
2021/3/15,11.6,8,1,18.2,8,1,6.9,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,37,8,1
2021/3/16,12.3,8,1,20.4,8,1,4.2,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,47,8,1
2021/3/17,12.2,8,1,18.2,8,1,7.6,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,37,8,1
2021/3/18,11.9,8,1,18.9,8,1,4.0,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,44,8,1
2021/3/19,12.1,8,1,18.7,8,1,7.9,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,51,8,1
2021/3/20,11.9,8,1,14.8,8,1,10.0,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,71,8,1
2021/3/21,12.3,8,1,14.3,8,1,10.7,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2021/3/22,11.5,8,1,16.2,8,1,6.1,8,1,0.0,0,8,1,1.6,0,8,1,0,1,8,1,43,8,1
2021/3/23,10.0,8,1,16.0,8,1,3.6,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,47,8,1
2021/3/24,12.3,8,1,20.0,8,1,4.6,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,59,8,1
2021/3/25,12.9,8,1,17.0,8,1,8.0,8,1,0.0,0,8,1,3.0,0,8,1,0,1,8,1,70,8,1
2021/3/26,13.0,8,1,21.2,8,1,7.0,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,48,8,1
2021/3/27,13.2,8,1,19.4,8,1,6.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,49,8,1
2021/3/28,12.3,8,1,14.6,8,1,8.7,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2021/3/29,18.1,8,1,25.3,8,1,11.6,8,1,17.0,0,8,1,10.9,0,8,1,0,1,8,1,75,8,1
2021/3/30,17.6,8,1,21.0,8,1,15.0,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,71,8,1
2021/3/31,17.5,8,1,22.5,8,1,13.7,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,47,8,1
2021/4/1,16.0,8,1,22.2,8,1,11.9,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,54,8,1
2021/4/2,15.6,8,1,19.7,8,1,13.4,8,1,0,1,8,1,0.8,0,8,1,0,1,8,1,62,8,1
2021/4/3,16.9,8,1,21.8,8,1,13.4,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,61,8,1
2021/4/4,15.5,8,1,19.1,8,1,10.9,8,1,2.5,0,8,1,1.6,0,8,1,0,1,8,1,78,8,1
2021/4/5,13.2,8,1,16.2,8,1,7.6,8,1,0.5,0,8,1,0.9,0,8,1,0,1,8,1,75,8,1
2021/4/6,10.2,8,1,15.1,8,1,4.8,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,63,8,1
2021/4/7,13.3,8,1,20.7,8,1,7.2,8,1,0.0,0,8,1,10.2,0,8,1,0,1,8,1,54,8,1
2021/4/8,13.4,8,1,20.3,8,1,8.0,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,52,8,1
2021/4/9,11.2,8,1,17.6,8,1,6.4,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,38,8,1
2021/4/10,10.2,8,1,16.3,8,1,4.4,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,41,8,1
2021/4/11,12.2,8,1,19.0,8,1,4.6,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,54,8,1
2021/4/12,14.2,8,1,20.8,8,1,6.7,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,57,8,1
2021/4/13,15.6,8,1,21.0,8,1,11.8,8,1,1.0,0,8,1,1.7,0,8,1,0,1,8,1,73,8,1
2021/4/14,15.5,8,1,20.5,8,1,9.4,8,1,0.5,0,8,1,0.9,0,8,1,0,1,8,1,70,8,1
2021/4/15,11.2,8,1,17.1,8,1,5.9,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,43,8,1
2021/4/16,13.8,8,1,19.8,8,1,6.9,8,1,0,1,8,1,3.4,0,8,1,0,1,8,1,59,8,1
2021/4/17,13.9,8,1,15.9,8,1,12.7,8,1,29.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2021/4/18,15.3,8,1,20.1,8,1,10.8,8,1,0.5,0,8,1,11.8,0,8,1,0,1,8,1,51,8,1
2021/4/19,15.0,8,1,21.1,8,1,9.9,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,37,8,1
2021/4/20,17.4,8,1,26.6,8,1,8.3,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,43,8,1
2021/4/21,19.5,8,1,26.0,8,1,14.4,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,22,8,1
2021/4/22,18.2,8,1,26.4,8,1,10.7,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,29,8,1
2021/4/23,13.9,8,1,21.5,8,1,8.5,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,54,8,1
2021/4/24,15.1,8,1,23.1,8,1,7.1,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,55,8,1
2021/4/25,14.8,8,1,23.5,8,1,9.0,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,51,8,1
2021/4/26,12.5,8,1,18.3,8,1,7.5,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,32,8,1
2021/4/27,13.5,8,1,21.0,5,1,5.1,5,1,0,1,8,1,11.2,0,8,1,0,1,8,1,54,8,1
2021/4/28,16.3,8,1,21.8,8,1,9.3,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,64,8,1
2021/4/29,16.0,8,1,18.5,8,1,13.8,8,1,12.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2021/4/30,19.1,8,1,25.5,8,1,13.8,8,1,0.5,0,8,1,11.6,0,8,1,0,1,8,1,53,8,1
2021/5/1,17.1,8,1,25.0,8,1,11.0,8,1,2.5,0,8,1,9.4,0,8,1,0,1,8,1,65,8,1
2021/5/2,16.1,8,1,23.8,8,1,11.6,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,60,8,1
2021/5/3,16.7,8,1,23.6,8,1,10.1,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,37,8,1
2021/5/4,18.1,8,1,26.9,8,1,8.7,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,43,8,1
2021/5/5,16.0,8,1,18.0,8,1,12.2,8,1,0.5,0,8,1,0.7,0,8,1,0,1,8,1,72,8,1
2021/5/6,19.9,8,1,26.5,8,1,15.1,8,1,0.0,0,8,1,10.7,0,8,1,0,1,8,1,60,8,1
2021/5/7,17.5,8,1,20.8,8,1,14.4,8,1,1.0,0,8,1,0.2,0,8,1,0,1,8,1,73,8,1
2021/5/8,19.8,8,1,26.8,8,1,12.5,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,69,8,1
2021/5/9,21.7,8,1,29.7,8,1,15.7,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,56,8,1
2021/5/10,20.4,8,1,27.7,8,1,14.1,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,31,8,1
2021/5/11,17.2,8,1,20.8,8,1,14.6,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,57,8,1
2021/5/12,17.3,8,1,22.2,8,1,12.3,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,54,8,1
2021/5/13,17.1,8,1,19.5,8,1,15.1,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2021/5/14,22.1,8,1,30.1,8,1,14.8,8,1,0.0,0,8,1,11.2,0,8,1,0,1,8,1,66,8,1
2021/5/15,21.6,8,1,26.8,8,1,18.1,8,1,0,1,8,1,0.5,0,8,1,0,1,8,1,67,8,1
2021/5/16,20.0,8,1,22.8,8,1,18.5,8,1,1.5,0,8,1,0.9,0,8,1,0,1,8,1,77,8,1
2021/5/17,21.2,8,1,24.5,8,1,17.8,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2021/5/18,19.2,8,1,22.1,8,1,16.5,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2021/5/19,17.2,8,1,18.4,8,1,15.7,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2021/5/20,18.2,8,1,22.6,8,1,15.1,8,1,2.5,0,8,1,0.1,0,8,1,0,1,8,1,90,8,1
2021/5/21,19.6,8,1,23.0,8,1,16.1,8,1,5.5,0,8,1,0.1,0,8,1,0,1,8,1,95,8,1
2021/5/22,18.7,8,1,20.7,8,1,15.9,8,1,7.5,0,8,1,0.1,0,8,1,0,1,8,1,92,8,1
2021/5/23,20.0,8,1,26.1,8,1,15.3,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,76,8,1
2021/5/24,21.6,8,1,27.0,8,1,15.6,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,69,8,1
2021/5/25,23.1,8,1,30.3,8,1,17.6,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,61,8,1
2021/5/26,21.7,8,1,26.7,8,1,15.0,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,45,8,1
2021/5/27,16.7,8,1,19.3,8,1,14.6,8,1,24.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2021/5/28,20.4,8,1,27.5,8,1,13.2,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,73,8,1
2021/5/29,22.7,8,1,30.0,8,1,16.9,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,65,8,1
2021/5/30,21.5,8,1,29.4,8,1,17.4,8,1,6.0,0,8,1,9.3,0,8,1,0,1,8,1,65,8,1
2021/5/31,20.8,8,1,27.1,8,1,16.3,8,1,6.5,0,8,1,5.4,0,8,1,0,1,8,1,72,8,1
2021/6/1,21.1,8,1,26.9,8,1,15.1,8,1,0.5,0,8,1,10.1,0,8,1,0,1,8,1,69,8,1
2021/6/2,22.2,8,1,27.0,8,1,18.6,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,69,8,1
2021/6/3,22.4,8,1,28.2,8,1,16.5,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,68,8,1
2021/6/4,20.8,8,1,23.6,8,1,18.6,8,1,11.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2021/6/5,22.3,8,1,25.8,8,1,19.5,8,1,0.0,0,8,1,0.4,0,8,1,0,1,8,1,76,8,1
2021/6/6,22.5,8,1,27.7,8,1,19.6,8,1,0.0,0,8,1,1.5,0,8,1,0,1,8,1,80,8,1
2021/6/7,24.1,8,1,30.2,8,1,20.0,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,65,8,1
2021/6/8,24.2,8,1,31.6,8,1,18.6,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,67,8,1
2021/6/9,24.7,8,1,31.3,8,1,18.2,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,54,8,1
2021/6/10,24.7,8,1,31.8,8,1,17.5,8,1,0,1,8,1,13.6,0,8,1,0,1,8,1,60,8,1
2021/6/11,24.4,8,1,30.9,8,1,20.3,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,65,8,1
2021/6/12,23.8,8,1,30.0,8,1,19.2,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,68,8,1
2021/6/13,24.5,8,1,29.6,8,1,20.6,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,73,8,1
2021/6/14,23.1,8,1,28.5,8,1,20.0,8,1,12.0,0,8,1,4.6,0,8,1,0,1,8,1,83,8,1
2021/6/15,23.6,8,1,30.1,8,1,18.8,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,76,8,1
2021/6/16,21.9,8,1,27.0,8,1,18.5,8,1,79.0,0,8,1,2.3,0,8,1,0,1,8,1,84,8,1
2021/6/17,21.5,8,1,27.8,8,1,18.7,8,1,4.5,0,8,1,3.3,0,8,1,0,1,8,1,78,8,1
2021/6/18,22.9,8,1,29.0,8,1,18.0,8,1,0.0,0,8,1,5.8,0,8,1,0,1,8,1,73,8,1
2021/6/19,20.5,8,1,22.5,8,1,19.7,8,1,21.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
